review,sentiment,tfidf_vector
"['well', 'artyfartyrati', 'cannes', 'may', 'like', 'film', 'afraid', 'like', 'type', 'film', 'shots', 'linger', 'long', 'wonder', 'whether', 'actor', 'fall', 'asleep', 'cameraman', 'go', 'lunch', 'may', 'large', 'part', 'like', 'short', 'sojourn', 'realm', 'unpleasantness', 'find', 'shock', 'disturb', 'reviewers', 'simply', 'little', 'distasteful', 'pointless', 'reason', 'give', 'one', 'star', 'act', 'commendable', 'ans', 'film', 'fairly', 'well', 'shoot', 'plot', 'however', 'little', 'recommend', 'large', 'part', 'film', 'show', 'grumpy', 'woman', 'teach', 'listen', 'piano', 'might', 'appeal', 'people', 'lest', 'think', 'harmless', 'enough', 'prepare', 'snatch', 'pornography', 'sexual', 'violence', 'wake', 'bad', 'taste', 'mouth', 'recommend']",negative,[0. 0. 0. ... 0. 0. 0.]
"['one', 'write', 'good', 'kid', 'may', 'work', 'put', 'money', 'godawful', 'college', 'experiment', 'lousy', 'slow', 'painful', 'watch', 'run', 'time', '84', 'minutes', 'felt', 'like', 'three', 'half', 'hours', 'person', 'blame', 'director', 'know', 'nothing', 'direct', 'scene', 'place', 'camera', '95', 'dreadful', 'movie', 'shoot', 'long', 'master', 'shots', 'two', 'three', 'people', 'frame', 'talk', 'yell', 'forever', 'seem', 'like', 'forever', 'closeups', 'medium', 'shots', 'two', 'socalled', 'fight', 'scenes', 'filmmaker', 'brain', 'would', 'shoot', 'closeups', 'medium', 'shoot', 'look', 'amateurish', 'scenes', 'father', 'son', 'scream', 'would', 'work', 'better', 'cut', 'away', 'father', 'son', 'actingor', 'react', 'tric', 'must', 'mortify', 'show', 'see', 'bunch', 'bad', 'movies', 'time', 'fun', 'bad', 'one']",negative,[0. 0. 0. ... 0. 0. 0.]
"['ive', 'read', 'review', 'kerching', 'imdb', 'franklyive', 'see', 'one', 'positive', 'review', 'actually', 'like', 'kerching', 'kerching', 'teenage', 'boy', 'name', 'taj', 'lewis', 'order', 'make', '£1000000', 'mother', 'set', 'website', 'call', 'rudeboy', 'website', 'offer', 'lot', 'interest', 'things', 'taj', '2', 'friends', 'danny', 'seymour', 'stop', 'taj', 'get', 'expose', 'find', 'show', 'quite', 'funny', 'enjoy', 'watch', 'act', 'ok', 'definitely', 'better', 'character', 'funny', 'especially', 'danny', 'spooner', 'tajs', 'friend', 'stupidity', 'make', 'funny', 'tajs', 'friend', 'seymour', 'also', 'carlton', 'owner', 'cafée', 'call', 'chill', 'never', 'see', 'hear', 'tajs', 'younger', 'brother', 'omar', 'older', 'sister', 'missy', 'funny', 'missys', 'best', 'friend', 'kareesha', 'many', 'time', 'tajs', 'almost', 'get', 'expose', 'almost', 'well', 'comedy', 'drama', 'kerching', 'love', 'life', 'loss', 'love', 'ones', 'make', 'programme', 'great']",positive,[0. 0. 0. ... 0. 0. 0.]
"['secret', 'kells', 'independent', 'animate', 'feature', 'give', 'us', 'one', 'fabled', 'stories', 'surround', 'book', 'kells', 'illuminate', 'manuscript', 'middle', 'age', 'feature', 'four', 'gospels', 'new', 'testament', 'didnt', 'know', 'book', 'actually', 'exist', 'know', 'make', 'interpretation', 'analysis', 'much', 'lot', 'easier', 'stories', 'ideas', 'float', 'around', 'book', 'come', 'write', 'survive', '1000', 'years', 'one', 'thembr', 'introduce', 'brendan', 'orphan', 'live', 'abbey', 'kells', 'ireland', 'uncle', 'abbot', 'cellach', 'voice', 'brendan', 'gleeson', 'abbot', 'cellach', 'construct', 'massive', 'wall', 'around', 'abbey', 'protect', 'villagers', 'monks', 'brendan', 'fond', 'wall', 'neither', 'monks', 'focus', 'read', 'write', 'something', 'abbot', 'cellach', 'time', 'anymore', 'fear', 'northmen', 'plunder', 'leave', 'towns', 'villages', 'empty', 'burn', 'groundbr', 'one', 'day', 'traveler', 'come', 'island', 'iona', 'near', 'scotland', 'brother', 'aidan', 'wise', 'man', 'carry', 'special', 'book', 'yet', 'finish', 'abbot', 'cellach', 'grant', 'permission', 'stay', 'brendan', 'buddies', 'aidan', 'special', 'plan', 'brendan', 'first', 'need', 'ink', 'book', 'require', 'specific', 'berry', 'way', 'get', 'venture', 'outside', 'wall', 'forest', 'area', 'limit', 'brendan', 'see', 'chance', 'aidan', 'continue', 'work', 'decide', 'sneak', 'return', 'berry', 'uncle', 'notice', 'absencebr', 'forest', 'brendan', 'meet', 'ashley', 'protector', 'forest', 'allow', 'brendan', 'passage', 'berry', 'along', 'way', 'become', 'akin', 'company', 'warn', 'loom', 'danger', 'dark', 'foil', 'things', 'worse', 'vikings', 'brendan', 'meet', 'challenge', 'book', 'loom', 'certainty', 'invasionbr', 'like', 'story', 'lot', 'know', 'know', 'book', 'kells', 'contain', 'animation', 'make', 'perfect', 'sense', 'im', 'sure', 'see', 'picture', 'copy', 'old', 'texts', 'hundreds', 'years', 'ago', 'frilly', 'border', 'colorful', 'picture', 'extravagant', 'pattern', 'creatures', 'writings', 'adorn', 'page', 'much', 'like', 'open', 'frame', 'disneys', 'sword', 'stone', 'animation', 'contain', 'lot', 'similar', 'design', 'pattern', 'create', 'unique', 'view', 'experience', 'story', 'animation', 'almost', 'try', 'outdo', 'otherbr', 'couldnt', 'take', 'eye', 'incredible', 'detail', 'finest', '2d', 'animation', 'see', 'years', 'vibrant', 'stimulate', 'full', 'life', 'character', 'constantly', 'surround', 'design', 'doodle', 'pattern', 'tree', 'wall', 'air', 'float', 'around', 'enhance', 'filmbr', 'story', 'satisfactory', 'although', 'think', 'end', 'could', 'string', 'little', 'runtime', '75', 'minutes', 'think', 'could', 'something', 'special', 'final', 'act', 'doesnt', 'give', 'lot', 'information', 'allude', 'significance', 'book', 'remind', 'importance', 'never', 'fully', 'understand', 'tell', 'give', 'hope', 'never', 'really', 'lack', 'portion', 'film', 'otherwise', 'think', 'story', 'interest', 'though', 'completely', 'outdo', 'animationbr', 'guess', 'thats', 'okay', 'certain', 'degree', 'animation', 'carry', 'film', 'far', 'fall', 'short', 'story', 'lack', 'part', 'interest', 'take', 'fascinate', 'piece', 'history', 'would', 'recommend', 'look', 'briefly', 'book', 'kells', 'get', 'idea', 'film', 'talk', 'think', 'help', 'view', 'experience', 'lot', 'impressive', 'beautifully', 'illustrate', 'film', 'definitely', 'miss']",positive,[0. 0. 0. ... 0. 0. 0.]
"['cleaver', 'film', 'feature', 'love', 'age', 'film', 'consist', 'keaton', 'seek', 'lady', 'love', 'stone', 'age', 'ancient', 'rome', 'present', '1920s', 'three', 'case', 'usual', 'wimpy', 'buster', 'battle', 'wallace', 'beery', 'lady', 'love', 'three', 'time', 'periods', 'think', 'like', 'roman', 'one', 'best', 'even', 'though', 'admit', 'might', 'also', 'cheesiest', 'actually', 'like', 'scenes', 'lion', 'obviously', 'guy', 'costume', 'well', 'weird', 'chariot', 'race', 'snowbut', 'really', 'enjoy', 'see', 'keatons', 'amaze', 'acrobatics', 'however', 'three', 'time', 'periods', 'good', 'old', 'fashion', 'fun', 'film', 'best', 'still', 'exceptional', 'enjoyable', 'film', 'check']",positive,[0. 0. 0. ... 0. 0. 0.]
"['boys', 'seem', 'sexually', 'arouse', 'mandy', 'lane', 'girls', 'seem', 'jealous', 'mandy', 'lane', 'nothing', 'seem', 'become', 'viewer', 'wonder', 'mandy', 'beautiful', 'magnet', 'every', 'boy', 'meet', 'never', 'get', 'know', 'mandy', 'character', 'film', 'mandy', 'accept', 'invitation', 'student', 'friends', 'go', 'seclude', 'ranch', 'three', 'boys', 'three', 'girls', 'drink', 'drug', 'film', 'teenagers', 'drink', 'booze', 'like', 'water', 'take', 'drug', 'experience', 'psychedelic', 'trip', 'absolutely', 'sex', 'meantime', 'teenagers', 'disappear', 'one', 'one', 'others', 'drink', 'high', 'nobody', 'include', 'watch', 'film', 'care', 'concern', 'nobody', 'include', 'audience', 'seem', 'give', 'damn', 'emmet', 'fellow', 'student', 'instigator', 'entire', 'event', 'security', 'guard', 'garth', 'dashingly', 'handsomely', 'play', 'anson', 'mount', 'guard', 'protect', 'ranch', 'midway', 'film', 'killer', 'reveal', 'tension', 'suddenly', 'release', 'like', 'air', 'let', 'balloon', 'events', 'completely', 'predictable', 'film', 'completely', 'fizzle', 'mandy', 'meet', 'match', 'dont', 'ever', 'know', 'whyand', 'end', 'film', 'still', 'sex', 'mandy', 'hypnotize', 'boys', 'simply', 'bore', 'boys', 'girls', 'deaths', 'absolutelyconfused', 'viewer', 'conclude', 'mandy', 'wish', 'get', 'rid', 'female', 'male', 'competitionby', 'kill', 'manipulative', 'girls', 'nasty', 'boysbr', 'mandy', 'worth', 'attention', 'director', 'jonathan', 'levine', 'seem', 'think', 'viewer', 'able', 'cinematographer', 'darren', 'genet', 'provide', 'stun', 'image', 'fact', 'focus', 'seem', 'garth', 'quite', 'stud', 'boys', 'love', 'mandy', 'want', 'bore', 'enough', 'find', 'film', 'wind', 'advice', 'sleep', 'midway', 'film', 'see', 'temptress', 'mandy', 'garths', 'bulge', 'crotch', 'dont', 'wait', 'anything', 'happen', 'yep', 'guess', 'mandy', 'remain', 'virgin', 'theres', 'still', 'sex', 'rank', 'film', '3', '10', 'mandy', 'girls', 'love', 'garth', 'voyeuristic', 'eye', 'seem', 'garth', 'compromise', 'position', 'unfortunately', 'girls', 'boys', 'film', 'never', 'seem', 'get', 'beyond', 'disappoint', 'incomplete', 'sexual', 'fantasy', 'mandy', 'go', 'seclude', 'ranch', 'nothing', 'sexual', 'ever', 'happen', 'audience', 'lead', 'horror', 'ranchand', 'can', 'not', 'help', 'wonder']",negative,[0. 0. 0. ... 0. 0. 0.]
"['rent', 'movie', '20', 'june', '2001', 'watch', '45', 'minutes', 'conclude', 'watch', 'blank', 'screen', 'would', 'delightful', 'comparison', 'single', 'person', 'cast', 'would', 'shed', 'tear', 'hell', 'open', 'swallow', 'whole', 'bunch', 'thembr', 'email', 'friends', 'relatives', 'warn', 'take', 'time', 'urge', 'everyone', 'may', 'see', 'note', 'avoid', 'movie', 'like', 'plague', 'see', 'really', 'bad', 'movies', 'time', 'never', 'one', 'bad']",negative,[0. 0. 0. ... 0. 0. 0.]
"['best', 'thing', 'movie', 'bryan', 'dick', 'play', 'rafe', 'make', 'melt', 'rafe', 'gorgeousness', 'make', 'movie', 'worth', 'sit', 'even', 'though', 'itch', 'get', 'scream', 'never', 'see', 'hotter', 'man', 'ahem', 'thats', 'pointbr', 'title', 'indeed', 'take', 'beautiful', 'story', 'write', 'annette', 'curtis', 'klause', 'throw', 'analretentive', 'glory', 'point', 'miss', 'change', 'else', 'wrong', 'moviebr', 'sit', 'tight', 'goesbr', 'apparently', 'rafe', 'son', 'astrid', 'gabriel', 'apparently', 'ulf', 'longer', 'astrids', 'child', 'like', 'book', 'recall', 'book', 'rafe', 'astrid', 'loversbr', 'astrid', 'apparently', 'blond', 'oppose', 'notably', 'red', 'hair', 'describe', 'book', 'believe', 'book', 'say', 'look', 'like', 'fox', 'wolf', 'movie', 'also', 'show', 'astrid', 'vivians', 'auntbr', 'axel', 'go', 'vivian', '19', 'book', '16', 'vivian', 'aiden', 'meet', 'high', 'school', 'attend', 'book', 'vivian', 'go', 'see', 'aiden', 'poem', 'wolf', 'change', 'accord', 'movie', 'aiden', 'beat', 'dad', 'escape', 'live', 'romania', 'draw', 'graphic', 'novels', 'make', 'go', 'fk', 'kelly', 'movie', 'kelly', 'movie', 'kelly', 'book', 'however', 'hat', 'vivian', 'also', 'date', 'aiden', 'break', 'vivian', 'even', 'get', 'tipsy', 'book', 'trash', 'roombr', 'gabriel', 'bear', 'strike', 'resemblance', 'columbian', 'drug', 'lord', 'movie', 'sort', 'sound', 'like', 'one', 'act', 'good', 'appearance', 'throw', 'offbr', 'vivian', 'parent', 'movie', 'father', 'mother', '2', 'siblings', 'die', 'movie', 'yet', 'book', 'come', 'home', 'one', 'night', 'mother', 'esme', 'sit', 'couch', 'fight', 'astrid', 'gabriel', 'vivian', 'siblings', 'father', 'die', 'bookbr', 'aiden', 'accept', 'vivan', 'really', 'get', 'kill', 'rafe', 'creepy', 'church', 'confront', 'vivian', 'save', 'others', 'wolves', 'except', 'aiden', 'shoot', 'saunter', 'find', 'medicine', 'try', 'leave', 'city', 'together', 'wtf', 'book', 'aiden', 'freak', 'turn', 'wolf', 'cry', 'like', 'chick', 'throw', 'stuff', 'panic', 'jump', 'window', 'make', 'story', 'try', 'break', 'throw', 'chair', 'window', 'doesnt', 'sound', 'accept', 'mebr', 'aiden', 'want', 'runaway', 'book', 'want', 'nothing', 'vivan', 'turn', 'lovingly', 'hold', 'face', 'say', 'control', 'cry', 'like', 'woman', 'scar', 'final', 'indignationthe', 'one', 'nearly', 'give', 'three', 'best', 'friends', 'heart', 'attack', 'seatsbr', 'movie', 'aiden', 'vivian', 'run', 'away', 'together', 'vivan', 'kill', 'gabriel', 'shoot', 'gabriel', 'die', 'book', 'vivian', 'kill', 'gabriel', 'believe', 'end', 'together', 'doesnt', 'end', 'aiden', 'end', 'gabriel', 'hellbr', 'small', 'things', 'notice', 'ulfs', 'red', 'hair', 'get', 'astrid', 'change', 'brown', 'movie', 'vivian', 'work', 'chocolate', 'shop', 'horrible', 'shock', 'ashamed', 'book', 'really', 'wasnt', 'hard', 'follow', 'disney', 'use', 'random', 'hschool', 'couldnt', 'directer', 'find', 'random', 'hschool', 'sigh', 'really', 'look', 'forward', 'movie', 'love', 'book', 'sad', 'didnt', 'follow', 'one', 'bite', 'give', '2', 'top', 'review', 'state', 'rafe', 'play', 'bryan', 'dick', 'dead', 'sexy', 'agnes', 'bruckner', 'wonderful', 'job', 'keep', 'poem', 'steppenwolf', 'lovebr', 'caitlin']",negative,[0. 0. 0. ... 0. 0. 0.]
"['good', 'start', 'bite', 'surprise', 'find', 'machinery', 'quite', 'advance', 'cruder', 'match', 'saw', 'original', 'series', 'cast', 'interest', 'although', 'vulkan', 'lady', 'come', 'across', 'little', 'human', 'need', 'school', 'spock', 'model', 'race', 'bad', 'couldnt', 'pick', 'jeri', 'ryan', 'like', 'ms', 'park', 'koreanlady', 'doctor', 'possibilities', 'havent', 'sort', 'males', 'except', 'black', 'guy', 'hes', 'really', 'likeable', 'bakula', 'need', 'find', 'nichein', 'ql', 'strong', 'point', 'sense', 'humor', 'willingness', 'try', 'anything', 'course', 'big', 'strong', 'enough', 'heroics', 'heavies', 'ok', 'although', 'didnt', 'like', 'makeup']",positive,[0. 0. 0. ... 0. 0. 0.]
"['kid', 'enjoy', 'movie', 'bore', 'good', 'line', 'handful', 'funny', 'part', 'plot', 'pretty', 'lame', 'rely', 'special', 'effect', 'gadgets', 'pull', 'still', 'hit', 'center', 'bullseye', 'aim', 'good', 'kid']",negative,[0. 0. 0. ... 0. 0. 0.]
"['andaz', 'apna', 'apna', 'far', 'second', 'favorite', 'comedy', 'time', 'first', 'namak', 'halal', 'even', 'though', 'technically', 'drama', 'story', 'nothing', 'groundbreaking', 'complications', 'add', 'make', 'awesome', 'aamir', 'khan', 'total', 'cartoon', 'watch', 'expressions', 'song', 'yeh', 'raat', 'aur', 'yeh', 'doori', 'amazingly', 'good', 'comedy', 'never', 'know', 'salman', 'khan', 'also', 'good', 'somewhat', 'dimmer', 'two', 'character', 'noise', 'make', 'almost', 'funny', 'aamirs', 'face', 'raveena', 'karisma', 'serve', 'purpose', 'nothing', 'amaze', 'real', 'pick', 'lot', 'paresh', 'rawal', 'usualbr', 'plot', 'rather', 'simple', 'amar', 'aamir', 'prem', 'salman', 'useless', 'sons', 'poor', 'father', 'dont', 'believe', 'hard', 'work', 'want', 'get', 'rich', 'easy', 'way', 'brain', 'come', 'across', 'idea', 'woo', 'rich', 'man', 'paresh', 'rawal', 'daughter', 'raveena', 'tandon', 'come', 'india', 'look', 'husband', 'amar', 'prem', 'meet', 'trip', 'join', 'hand', 'drive', 'hundreds', 'men', 'try', 'marry', 'girl', 'succeed', 'get', 'rid', 'somehow', 'get', 'raveenas', 'house', 'amar', 'injure', 'guy', 'prem', 'doctor', 'try', 'oust', 'things', 'complicate', 'raveenas', 'friend', 'karisma', 'kapoor', 'fall', 'prem', 'pursue', 'rich', 'man', 'evil', 'twin', 'brother', 'rawal', 'also', 'try', 'get', 'rid', 'heiress', 'father', 'inherit', 'money', 'send', 'two', 'trust', 'bumble', 'fool', 'dirty', 'workbr', 'movie', 'want', 'miss', 'watch', 'worth', 'even', 'dvd', 'good', 'like', 'movie', 'id', 'also', 'recommend', 'gol', 'maal', 'havent', 'already', 'watch', 'good', 'comedies', 'namak', 'halal', 'hera', 'pheri', 'new']",positive,[0. 0. 0. ... 0. 0. 0.]
"['come', 'create', 'universe', 'george', 'lucas', 'undisputed', 'master', 'final', 'star', 'war', 'film', 'good', 'appropriately', 'rat', 'comparison', 'two', 'previous', 'film', 'original', 'saga', 'recently', 'see', 'revenge', 'sith', 'really', 'put', 'movie', 'perspective', 'final', 'battle', 'seem', 'even', 'climactic', 'know', 'anakin', 'skywalker', 'go', 'manipulative', 'hand', 'emperor', 'also', 'make', 'final', 'battle', 'luke', 'vader', 'bitter', 'consider', 'love', 'felt', 'padmé', 'love', 'felt', 'children', 'actually', 'new', 'film', 'especially', 'episode', 'ii', 'inferior', 'original', 'film', 'good', 'one', 'reason', 'make', 'old', 'film', 'seem', 'even', 'betterbr', 'mark', 'hamill', 'exceptional', 'job', 'movie', 'really', 'bring', 'change', 'luke', 'go', 'seem', 'real', 'fairness', 'believe', 'become', 'big', 'actor', 'base', 'film', 'really', 'great', 'job', 'harrison', 'ford', 'still', 'good', 'however', 'feel', 'do', 'raiders', 'blade', 'runner', 'two', 'final', 'chapters', 'star', 'war', 'seem', 'grow', 'quite', 'bite', 'add', 'comedy', 'obviously', 'inspire', 'raiders', 'character', 'work', 'brilliantly', 'short', 'han', 'solo', 'better', 'ever', 'carrie', 'fisher', 'never', 'really', 'good', 'actress', 'decent', 'job', 'certainly', 'passable', 'ian', 'mcdiarmid', 'appear', 'film', 'see', 'episode', 'iii', 'safely', 'say', 'one', 'accomplish', 'villains', 'ever', 'jam', 'earl', 'jones', 'still', 'provide', 'voice', 'vader', 'still', 'goodbr', 'term', 'movie', 'look', 'pretty', 'safe', 'say', 'star', 'war', 'universe', 'look', 'better', 'either', 'previous', 'two', 'movies', 'always', 'lucas', 'forté', 'really', 'expect', 'final', 'battle', 'endor', 'well', 'make', 'term', 'general', 'effect', 'tension', 'wise', 'also', 'nice', 'touch', 'lucas', 'decide', 'three', 'battle', 'take', 'place', 'time', 'add', 'overall', 'tension', 'climax', 'thing', 'feel', 'drag', 'movie', 'otherwise', 'deserve', '9', 'ewoks', 'little', 'creatures', 'annoy', 'almost', 'ruin', 'every', 'scene', 'besides', 'find', 'little', 'kiddy', 'group', 'teddy', 'bear', 'bow', 'arrows', 'defeat', 'squadron', 'storm', 'troopers', 'laser', 'gun', 'mighty', 'machinerybr', 'return', 'jedi', 'good', 'movie', 'fact', 'richard', 'marquand', 'less', 'accomplish', 'director', 'irvin', 'kershner', 'overall', 'feel', 'movie', 'less', 'brilliant', 'also', 'george', 'lucas', 'stupid', 'decision', 'add', 'ewoks', 'universe', 'film', 'fall', 'short', 'brilliancebr', '810']",positive,[0. 0. 0. ... 0. 0. 0.]
"['thief', 'baghdad', 'one', 'ten', 'alltime', 'favorite', 'movies', 'excite', 'without', 'gore', 'beautifully', 'film', 'art', 'direction', 'flawless', 'cast', 'couldnt', 'better', 'rex', 'ingram', 'make', 'believe', 'genies', 'epitome', 'evil', 'certainly', 'capture', 'conrad', 'veight', 'jafar', 'set', 'bar', 'highbr', 'watch', 'movie', 'least', 'twice', 'yearand', 'never', 'tire', 'film', 'adventure', 'agesnoone', 'old', 'enjoy', 'thief', 'bahgdad', 'jog', 'memories', 'innocent', 'timei', 'ten', 'years', 'old', 'first', 'time', 'saw', 'us', 'enter', 'wwii', 'conrad', 'vieght', 'great', 'actor', 'able', 'continue', 'underlie', 'evilness', 'years', 'later', 'casablanca', 'korda', 'team', 'upi', 'believe', 'justin', 'dupree', 'four', 'feathersgreat', 'filmmaking']",positive,[0. 0. 0. ... 0. 0. 0.]
"['review', 'read', 'movie', 'pretty', 'decent', 'decide', 'check', 'bad', 'idea', 'another', 'movie', 'ghost', 'revenge', 'group', 'friends', 'story', 'stupid', 'mix', 'two', 'part', 'ringu', 'one', 'part', 'prom', 'night', 'sprinkle', 'know', 'last', 'summer', 'add', 'tiny', 'dash', 'single', 'white', 'female', 'blend', 'completely', 'nonsensical', 'nothing', 'new', 'plot', 'revisit', 'clichés', 'ive', 'grow', 'fond', 'wasnt', 'even', 'entertain', 'time', 'movie', 'jump', 'past', 'much', 'make', 'sense', 'realize', 'still', 'didnt', 'make', 'much', 'sense', 'character', 'go', 'sane', 'psycho', 'killer', 'blink', 'eye', 'speak', 'character', 'stereotypical', 'favorites', 'greedy', 'selfish', 'lawyer', 'egocentric', 'actress', 'hasbeen', 'baseball', 'star', 'video', 'voyeur', 'bitter', 'girl', 'spooky', 'quiet', 'chick', 'nicerthannice', 'nice', 'girl', 'freakin', 'black', 'cat', 'didnt', 'care', 'perhaps', 'better', 'writer', 'could', 'make', 'movie', 'work', 'decent', 'scenes', 'overall', 'movie', 'mess', 'also', 'mention', 'certain', 'video', 'tape', 'would', 'impossible', 'shoot', 'movie', 'isnt', 'worst', 'asian', 'horror', 'offer', 'far', 'still', 'pretty', 'bad', 'want', 'see', 'creepy', 'image', 'dark', 'want', 'laugh', 'loud', 'top', 'act', 'want', 'yell', 'youre', 'stupid', 'movie', 'screen', 'want', 'another', 'asian', 'horror', 'flick', 'sleeve', 'someone', 'ask', 'many', 'youve', 'see', 'movie', 'seek', 'decent', 'plot', 'look', 'elsewhere']",negative,[0. 0. 0. ... 0. 0. 0.]
